,subcategory_id,subcategory_name,category_id,category_name,source,visits
321,c6fdd73d16,Кроватки,7dbac4c1a3,Детские товары,organic,5023
322,4017fe908c,Встраиваемые холодильники,5a0d8ac946,Бытовая техника,direct,2192
323,4017fe908c,Встраиваемые холодильники,5a0d8ac946,Бытовая техника,organic,5014
324,3f7e91be03,Триммеры,bfd01f6342,"Дача, сад и огород",direct,2164
325,3f7e91be03,Триммеры,bfd01f6342,"Дача, сад и огород",organic,4965
326,feb90a0b71,Платья,6074ad29ac,"Одежда, обувь и аксессуары",direct,2163
327,feb90a0b71,Платья,6074ad29ac,"Одежда, обувь и аксессуары",organic,4908
328,b2545d9494,Трехколесные велосипеды,7dbac4c1a3,Детские товары,direct,2162
329,b2545d9494,Трехколесные велосипеды,7dbac4c1a3,Детские товары,organic,4851
330,4fe78d26a1,Молочные смеси,7dbac4c1a3,Детские товары,direct,2155
331,4fe78d26a1,Молочные смеси,7dbac4c1a3,Детские товары,organic,4816
332,24cf5884de,Торцовочные пилы,394f20d8fa,Строительство и ремонт,direct,2146
333,24cf5884de,Торцовочные пилы,394f20d8fa,Строительство и ремонт,organic,4762
334,a0513eca19,Лампочки,dafb4d11f4,Товары для дома,direct,2137
335,a0513eca19,Лампочки,dafb4d11f4,Товары для дома,organic,4724
336,b81da84221,Кастрюли и ковши,dafb4d11f4,Товары для дома,direct,2121
337,b81da84221,Кастрюли и ковши,dafb4d11f4,Товары для дома,organic,4673
338,f08082ab9e,Металлоискатели,394f20d8fa,Строительство и ремонт,direct,2111
339,f08082ab9e,Металлоискатели,394f20d8fa,Строительство и ремонт,organic,4658
